date,open,high,low,close,volume,Sentiment
10/31/2019,293.35,317.8,292.75,312.4,128449327,0
11/1/2019,312.4,315,308.6,313.55,44894016,0
11/4/2019,316,319,312.35,314.3,31535656,0
11/5/2019,313.9,322,312.8,319.2,50080853,0
11/6/2019,318.95,318.95,314,317.55,32157080,1
11/7/2019,318.25,323.3,316.8,318.15,33926772,0
11/8/2019,316.2,321,314.5,316,25423362,0
11/11/2019,314.7,319.65,313.1,318.25,20491942,0
11/13/2019,316.05,318.6,305.65,306.8,32675829,0
11/14/2019,306.95,309.5,299.7,306,43617772,0
11/15/2019,312,323.7,310.05,321.9,95199897,0
11/18/2019,324,329.85,323.75,325.1,39009263,0
11/19/2019,325.8,331.8,322.1,330.4,41372145,0
11/20/2019,332,332.5,325.1,328.8,29972583,0
11/21/2019,329.25,332.85,326.55,331.35,34116162,0
11/22/2019,331.45,333.8,328.25,329.3,28974967,1
11/25/2019,329,337.5,328.35,336.1,27561300,0
11/26/2019,338,340,332.6,335.5,36464072,0
11/27/2019,335.95,345.55,334.05,343.55,33971305,0
11/28/2019,346.85,351,344.5,349.3,42538227,1
11/29/2019,348.85,348.85,340.6,341.85,23081823,0
12/2/2019,343.9,344.35,336.2,338.5,20648850,0
12/3/2019,341,342.95,333.35,336.25,26482178,0
12/4/2019,334.1,342.95,331.85,341.85,26789483,-1
12/5/2019,343,344.6,335.15,336.2,30429507,0
12/6/2019,336.7,337.65,318,320,47027528,0
12/9/2019,318.95,327.65,314.75,316.7,52435239,0
12/10/2019,317.2,322.65,312.25,313.4,52155809,0
12/11/2019,311.2,315.75,308,312.8,52557951,1
12/12/2019,314,322.95,313.55,321.85,37804216,0
12/13/2019,325.2,333.45,325,332.55,40955226,1
12/16/2019,335.95,337.25,330.8,331.85,35027613,0
12/17/2019,333.25,335.75,330.65,332.9,26734601,1
12/18/2019,335,335.55,325.8,326.95,26449075,1
12/19/2019,327.35,329.6,324.5,328.15,27516289,0
12/20/2019,330.35,339.5,330.35,337.85,51839714,0
12/23/2019,335.7,338.85,330.35,332.4,30150335,0
12/24/2019,333.2,334.2,329.2,331.45,21747782,0
12/26/2019,333,333.45,328.1,329.85,24616942,0
12/27/2019,333.4,338.35,333,337.25,33477173,1
12/30/2019,337.75,337.85,332.5,334.4,22775554,1
12/31/2019,334.4,336.35,332.55,333.75,23801635,0
1/1/2020,334.7,335.95,332.15,334.45,17379320,1
1/2/2020,334.5,339.85,333.35,339.3,20324236,0
1/3/2020,337.95,337.95,332,333.7,21853208,0
1/6/2020,331.7,331.7,317.7,319,35645325,0
1/7/2020,324.45,327,315.4,318.4,50966826,0
1/8/2020,312.1,321.5,311,319.8,44527485,0
1/9/2020,326.9,331.4,325,330.2,40348407,0
1/10/2020,331,337.95,328.1,332.25,42377838,1
1/13/2020,334,335.45,329.05,330.75,23615129,1
1/14/2020,329.8,331.7,326.5,328,26296117,0
1/15/2020,329,329.2,322.35,324.25,32625740,0
1/16/2020,324,326.9,322.35,323.3,26653623,0
1/17/2020,313,323.5,310.1,318,58396326,0
1/20/2020,321,321.45,313.4,314,30682902,0
1/21/2020,313.8,316.95,312,313.7,30591772,0
1/22/2020,317,317,313.7,316.15,24994911,0
1/23/2020,316,324.8,314.15,323.2,33293610,-1
1/24/2020,323.5,327.3,321.15,324.05,22706879,0
1/27/2020,320.9,322,315.8,316.2,23309355,0
1/28/2020,317.95,320,311.05,315.1,26488426,0
1/29/2020,317.85,319.7,315.55,316.45,23914114,0
1/30/2020,316.75,316.75,305.65,310.7,35802330,0
1/31/2020,313.7,321.7,308.6,318.45,92656638,0
2/1/2020,317.95,322.65,296.3,302.6,61841736,1
2/3/2020,303,306.85,295.35,298.1,56060158,0
2/4/2020,302.9,307.55,297.1,306.25,51141567,0
2/5/2020,306.9,313.65,304.6,311,35014841,0
2/6/2020,311.2,323.5,310.1,321.95,57757656,0
2/7/2020,321.5,325,318.4,320.55,37126803,0
2/10/2020,319.8,322.8,316.5,318.5,24816396,0
2/11/2020,321.05,325.8,321.05,324.35,30188757,0
2/12/2020,329.9,329.9,319.25,320.2,38930849,1
2/13/2020,322,330.95,322,327.45,62516057,0
2/14/2020,328.1,331.9,318.55,319.4,48205947,0
2/17/2020,320.95,321.15,311.65,314.2,36950692,0
2/18/2020,315.4,319.2,309.4,317.55,38588583,0
2/19/2020,322.3,324,317.25,320.35,39846727,1
2/20/2020,319.35,329.2,318.75,327.65,40150409,0
2/24/2020,325.75,331.3,321.85,322.95,45273936,0
2/25/2020,325.9,328.15,322.2,326.8,39050709,0
2/26/2020,324.85,330.8,324.2,328.2,43915281,0
2/27/2020,328,330,318,321.95,47010040,0
2/28/2020,312,314.65,301.1,303,59705346,0
3/2/2020,311,312,284.05,287.4,66711413,1
3/3/2020,293,294.4,285.3,289.85,61949382,1
3/4/2020,291.8,293,275.1,285.3,73675736,0
3/5/2020,290.9,298.4,270,288.5,149245973,0
3/6/2020,268,274.4,253.95,270.5,106043172,1
3/9/2020,260.05,262.75,251.15,253.45,101294751,1
3/11/2020,253,258.5,243.1,245.1,90847179,0
3/12/2020,231.9,231.9,208.6,212.6,99770256,-1
3/13/2020,200,248.8,184.65,242,155703140,0
3/16/2020,227.9,231.4,220.6,223.35,75584607,-1
3/17/2020,227.2,229.9,212.05,215.15,65414721,0
3/18/2020,221,223.15,200.1,215.2,101405421,0
3/19/2020,202.95,219.75,198.15,203.65,93535977,0
3/20/2020,205.55,215.7,200,209.85,77393021,1
3/23/2020,190,199.5,180.25,181.6,61751758,1
3/24/2020,190.95,191.95,173.55,183.2,67492010,0
3/25/2020,178,195.25,176.45,189.9,71568237,1
3/26/2020,191.55,201,185.1,192.75,107260674,0
3/27/2020,202,211.9,195,195.95,114746995,0
3/30/2020,190,195,186.25,186.9,60083237,0
3/31/2020,192,198.5,188.05,196.85,59543906,0
4/1/2020,194,194.5,185.25,186.55,52954482,0
4/3/2020,187.55,188.2,175,175.5,64455937,1
4/7/2020,184.4,187.3,177.6,186.4,72133717,-1
4/8/2020,182.9,194.4,180.45,183,80436673,-1
4/9/2020,188,190,183.6,187.75,62417301,0
4/13/2020,186.8,188.7,183.1,183.5,51847574,0
4/15/2020,187,191.95,180.15,182.35,72190294,0
4/16/2020,182,189.9,180.25,188.5,61165997,0
4/17/2020,196,198,186.3,193.25,89858053,0
4/20/2020,194,197.35,190.05,192.5,81961666,0
4/21/2020,188,188.2,183,184.75,53043573,0
4/22/2020,185.5,189.5,181.35,188.7,61503792,0
4/23/2020,187.75,189.9,185.15,186.7,50957437,0
4/24/2020,184,184,179,179.75,65146846,1
4/27/2020,183.5,183.5,180.5,180.9,43003001,0
4/28/2020,182,185.35,181.2,184.3,49590249,0
4/29/2020,185,191.8,183.5,190.1,57470639,0
4/30/2020,193.5,195.9,189.7,190.5,63069460,0
5/4/2020,182.45,183.5,178,178.85,58122608,0
5/5/2020,181,181.25,168.8,170.4,91050629,-1
5/6/2020,171.15,173.3,166.55,171.1,73156881,-1
5/7/2020,170.85,172.55,168.8,170.75,42944139,0
5/8/2020,172.45,173.8,166.1,166.65,55935527,0
5/11/2020,167.95,168.9,165,165.45,54594499,1
5/12/2020,164.2,168.5,160.85,166.9,70752913,1
5/13/2020,178.55,178.55,170.5,174.1,81721884,1
5/14/2020,170.95,171.75,167.5,167.95,48137099,1
5/15/2020,167.95,168.25,164.7,166.4,35498484,0
5/18/2020,166.4,166.4,155,155.3,77350889,1
5/19/2020,157.5,157.85,152.4,152.8,71522983,-1
5/20/2020,153,155.25,151.15,153.4,66178068,0
5/21/2020,153.65,156.15,151.5,151.95,61150189,0
5/22/2020,152,155.6,149.45,150.85,87069955,0
5/26/2020,152.4,153.2,150.2,151.4,48281208,0
5/27/2020,151.95,160.8,150.8,158.6,88206678,1
5/28/2020,159.45,162.4,156.7,158.2,76970390,0
5/29/2020,156.1,161.9,155.2,161.3,58368035,1
6/1/2020,164,171.4,163.35,170.05,92742124,0
6/2/2020,169.9,171.3,167.2,170.25,70422258,1
6/3/2020,172.5,179.9,172,174.9,113173574,0
6/4/2020,174.9,177.65,171.5,174.05,83495015,0
6/5/2020,176.55,189.8,176,187.8,201325176,1
6/8/2020,197,197.5,185.8,186.8,151750421,1
6/9/2020,187.7,191,183.35,184.45,96656234,0
6/10/2020,184.55,189,183.8,187.7,67335901,1
6/11/2020,188,190.4,176.35,177.15,91729798,0
6/12/2020,170,180,169.8,179.15,92761694,1
6/15/2020,177.85,177.85,172,173.7,63617286,0
6/16/2020,178,178.95,169.4,172.9,63929925,0
6/17/2020,171,176.2,169.25,172.95,73867145,1
6/18/2020,172.4,180.65,171.1,179.65,58262367,1
6/19/2020,180.3,184.95,179.5,184.5,76897890,0
6/22/2020,185,191.75,184.25,187.7,80024673,-1
6/23/2020,189.6,193.1,187.85,192.45,65487726,1
6/24/2020,194.8,194.9,183.9,184.6,74670206,-1
6/25/2020,182.2,186.8,180.4,185.25,73626947,0
6/26/2020,188,188.6,183.8,184.6,49178705,0
6/29/2020,183,183.1,178.5,179.25,50967079,1
6/30/2020,181.1,182.9,177.25,178.45,43616291,0
7/1/2020,179.45,185.4,178.6,184.8,54015536,0
7/2/2020,185.65,188,184,185.45,52127613,0
7/3/2020,186.65,186.85,183.4,184.7,38050996,0
7/6/2020,186.6,189.85,186.15,188.05,43789749,0
7/7/2020,187,189.2,184.05,188.6,55124984,0
7/8/2020,188.9,197.45,188.4,191.9,143083196,0
7/9/2020,192.8,201,192.55,199.1,89540860,0
7/10/2020,198,202.5,194.8,195.6,111410003,0
7/13/2020,198.8,199.8,191.6,192.7,61952344,0
7/14/2020,192.3,192.3,184.6,186.05,62243325,0
7/15/2020,187.95,189.95,183,183.8,58528072,0
7/16/2020,185,186.95,181.65,186.25,46549518,1
7/17/2020,186.8,189.5,185,188.2,47035751,0
7/20/2020,190,193.25,188.75,190.75,45680606,1
7/21/2020,192.45,196.2,191.5,194.4,59286092,0
7/22/2020,195.7,196.75,190.1,192,62276770,1
7/23/2020,192.4,199.1,191.15,198.25,70802269,0
7/24/2020,195.7,196.3,190.65,191.95,65266228,0
7/27/2020,193,193.2,186.5,187.15,50714366,1
7/28/2020,188,190.5,185.75,189.45,51490418,1
7/29/2020,187.6,195.25,187,191.2,73766851,0
7/30/2020,192.5,193.5,186.05,186.55,48478733,-1
7/31/2020,188,194.85,186.7,191.45,145903102,0
8/3/2020,192,194.6,190.05,192.25,72457670,1
8/4/2020,193.35,193.8,190.5,191.6,43867110,0
8/5/2020,192.75,196.85,191,191.45,68888954,0
8/6/2020,192.3,194.5,190.25,190.95,59740299,0
8/7/2020,191.45,192.1,189.55,190.65,44822757,0
8/10/2020,191.85,195.5,191.7,193.8,48785067,0
8/11/2020,195,196.8,193.75,195.05,43892064,1
8/12/2020,196,204.25,194.6,203.3,157820882,0
8/13/2020,205.5,207.3,200.75,201.9,70443500,0
8/14/2020,203,204,194.6,196.5,56176117,0
8/17/2020,198.45,198.65,191.5,193.1,54788249,0
8/18/2020,193.8,195.75,191.7,195.1,46295650,0
8/19/2020,196.4,200.3,195.9,197.05,59302164,1
8/20/2020,194,196.35,193.25,194.75,37505379,0
8/21/2020,199,201.5,197.65,198.4,68047789,1
8/24/2020,200,202.8,198.6,201.45,53866579,0
8/25/2020,204,208.45,202.7,207.95,105397006,0
8/26/2020,208.5,210.35,206.15,209.85,66750983,0
8/27/2020,210.5,216.5,210.5,215.65,80999489,0
8/28/2020,217,225.9,216.8,224.85,95983850,0
8/31/2020,231.55,231.55,210.35,212,119990567,1
9/1/2020,213.1,218.9,211.2,218.1,75048317,1
9/2/2020,218.25,219,212.3,216.25,47608719,1
9/3/2020,217.5,218.25,212.3,213.15,38595597,1
9/4/2020,210,212.3,205.9,206.6,54435819,1
9/7/2020,207.5,209.65,205.4,207.9,35687677,0
9/8/2020,207.9,208.5,202.9,204.05,34147081,1
9/9/2020,201.1,201.4,192.5,194.85,72716962,1
9/10/2020,197.7,201.45,195.2,198.15,67790247,1
9/11/2020,198.55,203.85,197,202.7,48488142,0
9/14/2020,205.9,206.2,197.35,198.5,63606706,1
9/15/2020,199.9,201,197.1,200.15,51762796,1
9/16/2020,199.85,200.05,196.25,198.2,52407160,0
9/17/2020,197,198,195,195.45,41226058,0
9/18/2020,196,197.2,189.7,192.6,55286449,1
9/21/2020,193.05,193.5,184.25,185.8,57614739,0
9/22/2020,186.15,188.3,181.15,186.2,51216440,0
9/23/2020,188.15,188.95,181,183.8,44321881,1
9/24/2020,181.1,181.8,175.5,176.35,46115352,0
9/25/2020,179,182.75,176.15,182.2,46550618,0
9/28/2020,184,188.15,183.35,187.25,41921659,1
9/29/2020,188.5,188.95,183.25,185.05,35688939,0
9/30/2020,185.05,186.8,182.4,185.4,37642302,1
10/1/2020,187,191.2,186.9,190.3,43589041,0
10/5/2020,192,193.8,187.05,188.75,41694812,0
10/6/2020,191.1,192.1,188.3,191.6,31098807,-1
10/7/2020,192.55,193.15,189.1,190.7,34578821,0
10/8/2020,191.35,195.8,190.55,191.5,43351954,1
10/9/2020,192,198.8,190.55,198.3,64908374,0
10/12/2020,199.7,205.95,197.25,198.7,69125880,1
10/13/2020,198.65,200,195.1,195.7,34949604,-1
10/14/2020,194.05,200.9,193.05,200.05,40550062,0
10/15/2020,201,202.5,192,192.85,49184944,0
10/16/2020,194,196.75,191.6,195.95,36894938,0
10/19/2020,196.2,204.6,196.05,204,60223657,0
10/20/2020,201,204.35,200.7,203.05,39317197,0
10/21/2020,204.7,207.3,198.85,203.75,54516482,0
10/22/2020,201.9,204.6,201.1,203.3,33721761,0
10/23/2020,204,205.6,201.55,202.8,32708098,0
10/26/2020,202.7,204,195.6,196.7,45471498,1
10/27/2020,197.25,197.55,192.25,194.65,37802664,0
10/28/2020,195,195,189.05,190.45,46462213,0
10/29/2020,189.35,190.7,185.9,188.7,44823105,0
10/30/2020,189.35,192,186.15,189.25,41520135,0
11/2/2020,192.2,197.25,190.05,196.05,52600119,0
11/3/2020,198,205.8,197.6,204.75,69890201,0
11/4/2020,203.5,209,198.05,207,117577856,0
11/5/2020,216,221,214.75,218.65,138023646,1
11/6/2020,219,221.85,217.05,219.2,73147085,1
11/9/2020,222.5,222.65,217.05,219.5,60359458,1
11/10/2020,223.1,235,223,231.7,135294550,0
11/11/2020,232.75,239.35,227.75,234.2,107094861,0
11/12/2020,233.2,233.35,225.65,226.8,58859905,0
11/13/2020,225,230.65,220.1,229.45,70676525,0
11/14/2020,232,232.9,227.75,229.65,7753219,0
11/17/2020,231.85,241.6,231,240.2,80501583,0
11/18/2020,239.4,253,237.9,252,104514060,1
11/19/2020,248,251.8,239,239.75,82284278,0
11/20/2020,241.5,245.4,233.95,242.75,84411129,0
11/23/2020,243.5,246.15,238.1,238.7,57538324,0
11/24/2020,240.5,245,239.5,243.85,47636611,0
11/25/2020,245.45,249.9,241.6,243,74767232,0
11/26/2020,244,246.25,240.15,245.45,64248318,0
11/27/2020,245.45,246.25,242.05,244.25,54355703,0
12/1/2020,245,248.95,244.25,248.05,37003272,0
12/2/2020,248.35,250.85,244.1,246.95,56723083,0
12/3/2020,249.3,259,248,256.3,79266442,1
12/4/2020,257,264.35,253.55,263.5,79252024,0
12/7/2020,263.8,271.45,263,269.6,76053084,0
12/8/2020,270.95,273.7,265.25,271.9,65617502,-1
12/9/2020,272.1,274.9,269.2,270.35,48495641,0
12/10/2020,269,271,265.55,269.55,38676657,1
12/11/2020,270.05,276.25,270.05,272.45,50255223,0
12/14/2020,274,276.15,272.35,274.2,31946501,1
12/15/2020,274.05,274.05,268.15,270.65,34890948,0
12/16/2020,272.8,273.65,268.5,269.4,24844177,0
12/17/2020,270,272.15,266.7,267.7,25904699,0
12/18/2020,267.7,271.95,265,271.45,29816205,0
12/21/2020,268.45,269,251.05,254.7,55160758,1
12/22/2020,254.8,258.7,248.25,257.45,51189571,0
12/23/2020,256.95,263.9,255.6,263,29056404,0
12/24/2020,265,268.85,264.65,266.85,28585509,0
12/28/2020,268.75,276,268,275.2,36870242,0
12/29/2020,276.3,279.9,274.7,277.9,45032526,1
12/30/2020,278,278.7,272.5,276.9,30971894,1
12/31/2020,275,277.25,272.6,274.95,29467966,-1
1/1/2021,274.9,280,274.4,279.4,24531791,0
1/4/2021,281.85,283.9,277.75,281.05,31450608,0
1/5/2021,278.05,282.45,277,281.75,27393072,0
1/6/2021,283,289.15,281.4,285.05,40765708,1
1/7/2021,289,291.8,287,287.7,30546600,0
1/8/2021,290.1,291.4,285.2,286,32543357,1
1/11/2021,288,288.2,279.6,282.5,29703173,1
1/12/2021,280,293.85,277.9,292.5,44307145,0
1/13/2021,296,308,294.5,306.8,78042133,1
1/14/2021,306.7,309.25,303.8,307.25,40123498,0
1/15/2021,306.8,310.9,301.3,303.85,35307601,0
1/18/2021,303.5,308.65,292.2,294.45,54969750,0
1/19/2021,297.65,302.5,296.4,298.6,35803901,0
1/20/2021,298.8,304.7,296.85,302.55,33759304,1
1/21/2021,304,305.15,291.5,294.85,29995203,0
1/22/2021,295.5,298,282.4,283.7,44440810,1
1/25/2021,284.5,288,277.05,280.95,34034630,0
1/27/2021,280.2,284.85,272.7,275.65,39211107,1
1/28/2021,271.9,283.35,269.5,282.35,48717297,0
1/29/2021,285.6,290.65,279.1,282.1,42300984,0
2/1/2021,285.1,313.9,282.75,310.7,103414068,0
2/2/2021,315,337.4,315,333.1,121434166,0
2/3/2021,333.75,339.9,325.8,335.95,66420168,0
2/4/2021,334.4,358,331.1,355.1,145203439,0
2/5/2021,387,408.35,385.15,393.1,214955688,0
2/8/2021,398,407.8,394.75,397.05,79389205,0
2/9/2021,396.75,403.5,389,394.8,63869990,0
2/10/2021,394.05,397.9,388,392.25,54163507,0
2/11/2021,391.8,396.95,388.25,390.15,36392708,0
2/12/2021,391,399.35,385.55,393.15,53589755,1
2/15/2021,397.5,409.45,395.7,406.95,56608937,1
2/16/2021,412,415.75,400.3,402.35,80365431,0
2/17/2021,403,414.85,400.15,411.75,74161370,0
2/18/2021,425.05,427.7,413.7,415.2,67154539,1
2/19/2021,415,415,395,399.55,66155518,0
2/22/2021,400.6,401,385.65,389.5,52535049,1
2/23/2021,392,399.7,389,395.6,45462768,1
2/24/2021,397,410.5,395.2,406.25,39632090,0
2/25/2021,411,414.9,406.55,407.25,46988836,0
2/26/2021,399.5,401,387,390.15,64450414,0
3/1/2021,395.1,397.7,391,394.95,29677890,0
3/2/2021,395,399.55,390.55,394.2,30534337,0
3/3/2021,396.5,408.9,396,405.05,46268223,0
3/4/2021,398.7,403.5,394.45,395.65,43603653,0
3/5/2021,395,395,378.1,383.65,72179228,0
3/8/2021,388.45,393.4,386.05,389.6,39147858,0
3/9/2021,393.45,394.9,382.25,387.6,28054083,0
3/10/2021,391.1,393,385.7,387.7,22677399,1
3/12/2021,391.7,393.2,377.5,381.1,35336355,0
3/15/2021,382.5,386,369.35,383.9,42722976,1
3/16/2021,385.6,387.85,376.1,378.55,38196452,1
3/17/2021,378.2,379.65,366.05,368.15,33143064,-1
3/18/2021,371.5,375,361.1,367.1,39405038,0
3/19/2021,363.95,372.9,357.25,371.15,60309145,0
3/22/2021,372,372.8,363.5,367,28461974,0
3/23/2021,368.7,377.95,367.05,372.7,41032380,0
3/24/2021,368.5,369.05,358.65,359.85,42318999,0
3/25/2021,360,360.85,345.2,355.2,57495003,0
3/26/2021,360,362,354.55,357.2,40718848,0
3/30/2021,360.1,364.3,356.3,360.8,39407496,0
3/31/2021,360.3,367.85,357.95,364.3,38651025,0
4/1/2021,367.7,371.9,363.1,370.65,31883453,0
4/5/2021,367.5,369.2,349.05,353.55,51743981,1
4/6/2021,355.7,357,349.3,350.55,44147709,1
4/7/2021,351.25,363.2,347.6,358.55,48023602,0
4/8/2021,361,363.3,354.3,355.6,33370259,0
4/9/2021,354.4,364.5,351.2,353,46473100,1
4/12/2021,344,344,322.55,328.85,75501713,0
4/13/2021,332,342.25,330.5,341,49773360,0
4/15/2021,342.1,347.55,336.1,342.7,52992349,0
4/16/2021,343,345.5,338.65,339.9,37766793,0
4/19/2021,327.15,332.05,321.3,331.15,53304377,1
4/20/2021,335.1,339.9,326.7,329.5,41296147,0
4/22/2021,326,337.65,323.3,336.65,49105833,0
4/23/2021,331.65,339.9,331.65,336.45,44223940,0
4/26/2021,339.25,347.45,339.25,344.3,49234985,1
4/27/2021,344,354.95,342.4,353.05,46003023,0
4/28/2021,357,364.3,356.05,363.4,56696255,0
4/29/2021,365,369.95,355.5,359.4,63692926,0
4/30/2021,353.45,362.5,350.45,353.5,53832840,0
5/3/2021,349.6,352.5,341.4,350.6,43691860,0
5/4/2021,355,362.9,350.2,351.5,57749307,0
5/5/2021,356.5,357.45,348,355.4,40872501,0
5/6/2021,358,359.35,350.55,355.55,36294427,1
5/7/2021,357.5,362,353,358.25,38357618,-1
5/10/2021,360.5,367,358.8,361.7,41739324,0
5/11/2021,356.85,366.4,354.75,364.65,41892770,-1
5/12/2021,362.8,373.5,361.9,367.7,53436590,0
5/14/2021,370,372.5,359.55,360.45,51722170,0
5/17/2021,364.4,385.2,363.65,383.1,106555796,0
5/18/2021,390,392.55,380.05,382.25,70917710,0
5/19/2021,382,389.5,381.2,384.4,48189573,0
5/20/2021,387,387.8,382,384.55,42898608,1
5/21/2021,390,404.4,378,401.2,192810772,1
5/24/2021,417,419.2,405.3,412.05,142964052,1
5/25/2021,415.1,415.5,408.5,412.35,56048127,0
5/26/2021,413.8,418.75,410.8,413.55,52357719,0
5/27/2021,413.7,429.1,412,425.2,73392997,1
5/28/2021,430.5,433.65,420.05,422.05,65137568,1
5/31/2021,421,426,418,424.35,38291043,1
6/1/2021,426.05,435.35,425.6,432.55,59299647,1
6/2/2021,430.8,437.95,429.15,437.25,38657806,-1
6/3/2021,437,441.95,433.5,439.65,38909199,0
6/4/2021,437.5,441.9,431.75,433.6,36898769,0
6/7/2021,435.1,437.4,430.8,432.25,20201197,1
6/8/2021,432.25,432.5,424,427.2,31113823,0
6/9/2021,427.5,432.3,418.2,421.45,27784834,0
6/10/2021,424.9,433.3,422.4,432.25,27397712,0
6/11/2021,434.85,435.5,425.25,429.6,26831924,0
6/14/2021,427,432.45,416.7,430.35,30106015,0
6/15/2021,429.2,432.8,428,429.5,16413658,0
6/16/2021,428,432.75,425,425.95,19701175,-1
6/17/2021,421,425.95,416.6,420.25,23048331,0
6/18/2021,423.9,423.9,402.65,412.9,45748727,0
6/21/2021,406.35,421,400.5,419.75,33128978,0
6/22/2021,423,425.45,417.3,418.65,28442965,0
6/23/2021,421.1,424.75,415,418.85,27564829,1
6/24/2021,420.35,422.75,416.3,417.2,19214547,1
6/25/2021,421,431,419.05,428.8,29886797,1
6/28/2021,430.7,433.15,424.55,426.75,29370660,0
6/29/2021,427.5,428.95,420.55,421.5,22275961,1
6/30/2021,423,424.9,418.3,419.2,18337773,0
7/1/2021,420.3,423.7,417.15,420.4,16161469,1
7/2/2021,420.3,425.4,419,424.4,16423811,-1
7/5/2021,426.5,434.5,424.25,432.65,16483761,0
7/6/2021,431.7,436.5,428.2,429.75,20195278,0
7/7/2021,429.35,434,427.55,432.85,14473774,0
7/8/2021,432.8,435.4,422.1,424.45,21433043,1
7/9/2021,425,427.5,421.05,423.75,16844494,1
7/12/2021,426.5,430.25,424.6,427.45,12886781,0
7/13/2021,430,431.8,428.3,429.1,12831125,0
7/14/2021,429,432.3,426.4,431.05,12767351,1
7/15/2021,432.7,432.95,429.65,431.7,11030732,0
7/16/2021,432,432.5,427.45,430,8713863,0
7/19/2021,423.4,429.45,418.85,427.9,14426686,0
7/20/2021,427,427,418.9,420.9,14623321,0
7/22/2021,425.55,426.7,420.9,422.05,11799761,0
7/23/2021,422.9,429.95,419.5,428.9,17704661,1
7/26/2021,427.8,427.8,422.3,423.3,14037519,0
7/27/2021,424.15,433.25,424,429.95,24119619,1
7/28/2021,430,430.5,421.05,425.5,17636515,1
7/29/2021,426,443.6,425.5,441.55,35263606,0
7/30/2021,441.5,444.4,430.7,431.8,35196813,0
8/2/2021,434.75,436.7,431.8,434.9,16926025,0
8/3/2021,434.95,447.9,433.6,446.5,40922962,0
8/4/2021,448.65,467.45,441.5,456.95,129761158,0
8/5/2021,461,462.5,438.4,441.85,58595639,1
8/6/2021,443.7,447,434,435.65,38236066,0
8/9/2021,437.9,441.8,431,433.4,22196404,1
8/10/2021,434.4,436.4,421.7,426.45,27794251,0
8/11/2021,429.8,432.9,423.15,428.05,23827946,0
8/12/2021,430,430.45,425,427.15,16847144,1
8/13/2021,427.6,432.25,425,431.2,20908992,1
8/16/2021,430,434,424,424.85,17608693,1
8/17/2021,424.85,425.85,415.25,421.5,22957877,0
8/18/2021,422.15,424.35,418,419.7,17668574,0
8/20/2021,415,417.35,405.15,406.7,25541790,0
8/23/2021,411.1,413,401.25,409.5,26559937,-1
8/24/2021,409.5,418.75,408.2,417.6,19012313,0
8/25/2021,419,421.3,414.3,416.25,16410980,0
8/26/2021,414.5,415.8,410,410.75,15897679,0
8/27/2021,410.35,414.35,407.5,412.45,15090541,0
8/30/2021,414.4,423.3,413.5,422.7,20308691,0
8/31/2021,423.85,427,418.7,426.05,26262421,0
9/1/2021,427.5,432.55,425.15,429.9,18776721,1
9/2/2021,431.4,433.5,427.75,429.75,14372717,1
9/3/2021,431.25,434.3,428.2,431.4,14233624,1
9/6/2021,432,433.85,430.05,431.05,10694099,1
9/7/2021,431.05,431.7,425.1,429.1,14928735,0
9/8/2021,429,435.4,427.35,431.35,22817464,0
9/9/2021,430.25,433.8,430,432.3,9662128,0
9/13/2021,430.1,433.8,428.8,432.85,9567921,1
9/14/2021,435,436.75,432.25,433,9981562,0
9/15/2021,433,445,431.45,443.85,22181568,0
9/16/2021,444.85,466.1,442.75,463.7,42637448,0
9/17/2021,468,471.9,450.35,454.1,41529478,1
9/20/2021,449.4,453.5,435.65,437.45,18376916,1
9/21/2021,440.15,441.35,432.65,438.8,17279588,0
9/22/2021,438.9,442.8,436.1,438.85,14321143,1
9/23/2021,442.4,451.15,442.05,449.8,20516770,1
9/24/2021,451.1,451.9,440,440.75,10731274,-1
9/27/2021,444.9,450.55,442.25,446.6,11746892,1
9/28/2021,449.2,455.8,439.6,444.9,19241170,0
9/29/2021,441.85,462.3,439.1,460,38635938,0
9/30/2021,459.95,464.9,451.4,453,26530369,0
10/1/2021,448.5,455.55,443.8,451.65,14777309,0
10/4/2021,453.8,464.4,451.6,463.15,16246765,0
10/5/2021,462,469,458.7,464.7,16487568,1
10/6/2021,465,471,453.65,457.2,19056690,0
10/7/2021,462.1,464,457.1,457.9,9984651,0
10/8/2021,461.9,464,454.25,458,16521128,0
10/11/2021,460,474.95,458.65,469.25,20686981,0
10/12/2021,470,484.4,468.1,483,33763609,0
10/13/2021,486.15,486.15,478,481.7,17638983,0
10/14/2021,482,493.9,482,490.6,23431826,0
10/18/2021,494,501,491.7,497.95,20084248,1
10/19/2021,500.35,504.2,483.25,488.2,20645100,1
10/20/2021,488.8,507.5,483.1,499.9,34080545,0
10/21/2021,504.9,506.5,491.75,502.95,20808243,0
10/22/2021,504.6,508.7,500,502.95,24080485,0
10/25/2021,506.5,515.45,497.85,506.5,35619415,0
10/26/2021,507.6,518.2,507.6,512.55,21107457,0
10/27/2021,513.7,526.85,512.75,519.15,29463032,1
10/28/2021,519.6,520.55,497.6,501.35,28140401,0
10/29/2021,501.5,512.65,488.4,502.15,31355893,0
11/1/2021,508.5,516.95,501,515.7,20679604,-1
11/2/2021,514.8,525,512.05,521.7,26797820,1
11/3/2021,524,542.3,515.2,527.65,80775924,1
11/4/2021,531.5,535.9,528.05,530.45,9796046,1
11/8/2021,534.45,534.45,516.45,523.25,36802110,1
11/9/2021,526.25,532,522.2,529.15,25451967,0
